ID,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Provider Latitude,Provider Longitude
104,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,18,21259.66667,10893.38889,10126.72222,34.9738157,-80.5225031
105,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,45,21577.48889,12426.53333,11608.75556,35.114204,-77.065681
106,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,117,29422.76923,13102.04274,11459.1453,34.2378598,-77.9476394
107,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,23,19775.26087,12483.6087,11682.56522,34.7262246,-76.7549479
108,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,42,30252.33333,11269.45238,10392.69048,35.7138325,-81.267284
109,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,39,26720.20513,12930.17949,11558.46154,35.978428,-77.852104
110,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,15,27914.26667,11282.33333,10513.26667,36.432954,-77.64729
111,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,39,38655.48718,12327.87179,11347.71795,36.0558699,-78.9034991
112,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,11,28057,11341.54545,10608.09091,34.009061,-78.289923
113,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,12,30687.16667,10874.58333,10011.58333,35.3062815,-80.74724
114,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,15,29715.93333,9926.933333,9159.466667,35.1143176,-80.7197131
115,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,18,41530.77778,10659.22222,9956.777778,35.740747,-78.781718
116,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,16,21232.0625,9882.375,9095.125,35.406344,-80.860052
117,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,12,17735.16667,9766.916667,9100.583333,35.5258779,-82.9435088
118,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,89,18931.53933,7111.213483,5958.044944,35.43802,-80.601489
119,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,195,18732.93333,7290.502564,5983.882051,35.576583,-82.549222
120,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,64,21624.89063,6357.171875,5313.15625,35.95,-80
121,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,41,21180.21951,6986.463415,6201.682927,34.751245,-79.467888
122,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,59,16083.35593,7558.20339,6563.016949,35.3977239,-77.9525029
123,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville,11,10206.90909,7121.363636,6285,35.910967,-82.063089
124,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,25,16888.28,6747.68,5876.8,35.362513,-81.966918
125,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,121,17642.64463,7441.322314,5723.867769,36.0758078,-80.2977909
126,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,47,17567.51064,6667.87234,5766.531915,35.681722,-80.470716
127,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340016,MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville,13,17479.38462,6293.461538,5406.076923,35.385951,-83.202926
128,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,38,14187.05263,6491.578947,5641.684211,35.3208531,-82.4677383
129,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,36,26380.83333,7152.277778,5182.083333,35.4689369,-79.1866809
130,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,53,19883.0566,6688.320755,5576.169811,35.302883,-81.535711
131,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville,18,14510.77778,6645.611111,5684.944444,35.389944,-82.488152
132,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,30,14217.1,6998.366667,6039.033333,35.008338,-78.323393
133,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,54,19705.07407,7291.851852,6310.666667,35.290527,-77.583071
134,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,134,34608.64179,7946.223881,7031.649254,35.0326463,-78.9320945
135,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,80,37457.25,11274.875,10106.15,36.0083926,-78.9394587
136,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,109,22870.76147,7433.449541,6145.06422,35.2734149,-81.1368781
137,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340036,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,NC - Raleigh,11,29350.09091,9001.181818,8166.909091,36.0990393,-78.301106
138,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340037,KINGS MOUNTAIN HOSPITAL INC,706 W KING ST,KINGS MOUNTAIN,NC,28086,NC - Charlotte,17,17929.88235,6891.823529,5877.470588,35.2409703,-81.3550872
139,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,33,26464.33333,6218.242424,5276.060606,35.799858,-80.87863
140,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,197,31890.20812,10070.28934,9020.304569,35.607262,-77.404766
141,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory,12,13988.5,6883.166667,6020.166667,35.910583,-81.535123
142,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,24,26154.625,7068.666667,6157.5,34.762728,-77.385821
143,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,101,20856.36634,9812.742574,8851.049505,36.0906186,-80.2716076
144,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,60,27353.38333,8440.25,7587.683333,34.637229,-79.012133
145,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,TN - Johnson City,19,16844.47368,8285.368421,7315.684211,36.198777,-81.652227
146,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,120,25553.75,7296.975,6387.008333,35.2219554,-80.8328724
147,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340055,VALDESE GENERAL HOSPITAL INC,720 MALCOLM BLVD,VALDESE,NC,28690,NC - Hickory,13,28115,6407.153846,5438.230769,35.7475862,-81.5234055
148,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,31,10553.22581,6326.258065,5407.806452,36.494682,-79.739606
149,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,80,20109.4625,11343.725,10243.525,35.9052623,-79.0509735
150,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,16,21536,6745.875,5809.625,36.1584434,-81.1571831
151,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,23,17167.13043,7704.391304,6754.652174,34.33747,-78.694254
152,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,216,29292.7037,7955.717593,6965.972222,35.7852802,-78.5883785
153,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,51,12465.31373,6545.72549,5467.529412,36.063466,-79.502078
154,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,64,19392.17188,7979.78125,7026.5,35.307153,-78.634739
155,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,29,24112.75862,6153.517241,4973.448276,35.8283144,-78.6181122
156,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340075,CMC-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte,16,26117.8125,7200.75,6202.75,35.7240071,-81.6587579
157,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340085,THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,NC - Winston-Salem,20,19475.65,7251.45,5936.65,35.8826369,-80.0819879
158,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,30,25918.06667,7517.366667,6635.9,35.5031749,-78.344072
159,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,182,18932.04396,7278.978022,6264.593407,36.0909698,-79.786519
160,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,18,16679.72222,6753.388889,4843.166667,35.8048172,-80.2884882
161,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,17,13952.23529,6060.529412,5180.764706,36.261809,-80.838577
162,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,45,26730.82222,6745.933333,5387.911111,35.2103414,-80.8206209
163,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,27,20439.92593,7404.962963,5733.518519,36.285553,-76.994887
164,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,39,22496.12821,7735.102564,6909.461538,35.921155,-77.555852
165,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,34,17340.26471,7832.411765,6851.352941,36.323798,-76.2180397
166,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,190,29309.72105,9498.336842,8575.115789,35.2039422,-80.8391434
167,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,133,17625.33083,6140.315789,5097.218045,35.8179864,-78.7029576
168,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,154,18467.44156,7043.292208,5868.876623,35.205542,-79.456449
169,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,39,27014.07692,6279.333333,5101.179487,35.737525,-81.337137
170,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,37,20545.16216,6529.081081,5628.864865,35.364566,-80.194498
171,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,NC - Greenville,19,19354.57895,7830.421053,6982.421053,34.9649988,-77.9616478
172,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro,36,15844.25,7282.944444,5682.861111,35.711402,-79.8144409
173,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,62,24705.25806,7183.290323,6275.870968,35.718497,-77.9451799
174,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,31,28866.64516,6310.064516,5381.677419,35.5490677,-80.854179
175,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,43,16326.16279,7479.023256,5917.348837,34.9738157,-80.5225031
176,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,89,13665.22472,7659.58427,6639.404494,35.114204,-77.065681
177,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,30,17942.2,7436.333333,6224.5,36.3338756,-78.3955986
178,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,NC - Greenville,22,34249.31818,7420.727273,6135.545455,35.839746,-77.0730983
179,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,176,17620.32386,7704.193182,6756.170455,34.2378598,-77.9476394
180,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,45,12530.4,7915,6771.088889,34.7262246,-76.7549479
181,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,39,20585,6934.589744,5929.871795,35.7138325,-81.267284
182,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,15,30383.66667,7014.066667,6090.866667,35.490295,-81.203192
183,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,90,18884.92222,8102.855556,7015.644444,35.978428,-77.852104
184,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,42,18312.33333,7338.095238,5990.238095,36.432954,-77.64729
185,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,69,23358.7971,7264.434783,6267.927536,36.0558699,-78.9034991
186,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,25,20883.8,7056,6136,34.009061,-78.289923
187,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,27,23910.66667,6691.333333,5374.222222,35.3062815,-80.74724
188,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,60,20739.95,6509.966667,5298.95,35.1143176,-80.7197131
189,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,57,29120.12281,6452.350877,5422.666667,35.740747,-78.781718
190,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,20,17403.25,7002.25,4810.2,35.406344,-80.860052
191,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,31,13384.51613,6508.580645,5540.580645,35.5258779,-82.9435088
192,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,30,11530.76667,5543.233333,4738.033333,35.5491604,-77.039816
193,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,51,15936.33333,5258.960784,3863.470588,35.43802,-80.601489
194,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,105,17437,5314.657143,4125.52381,35.576583,-82.549222
195,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,13,11353.38462,4802.384615,3833.461538,36.488967,-80.611891
196,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,22,16309.27273,4588.727273,3594.727273,35.95,-80
197,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,16,15575.375,4984.25,3978.75,34.751245,-79.467888
198,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,32,13312.6875,5332.25,4323.75,35.3977239,-77.9525029
199,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,18,15922.05556,5032.5,4136.055556,35.362513,-81.966918
200,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,88,14686.5,5051.431818,3872.477273,36.0758078,-80.2977909
201,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,47,13611.3617,4701.829787,3623.744681,35.681722,-80.470716
202,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,19,11668.21053,4607.315789,3638.894737,35.3208531,-82.4677383
203,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,18,18376.22222,4525.222222,3632.777778,35.4689369,-79.1866809
204,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,32,18257.40625,5007.4375,3670.03125,35.302883,-81.535711
